obat_id,label,nilai,urutan
71,Komposisi,"Sukrosa, dekstrin, laktosa, gelatin sapi, pati jagung, glukosa, perisa jeruk, polietilen glikol 4000, pengatur keasaman asam sitrat, perisa mint, pemanis buatan (aspartam 0,065 % : ADI 50 mg/kg BB, acesulfam -K 0,051 % : ADI 15 mg/kg BB), pengawet natrium benzoat, pewarna makanan (kuning FCF Cl 15985, Ponceau 4R Cl 16255 ), Gom arab.",3
71,Dosis,Dikonsumsi sesuai kebutuhan.,4
71,Aturan Pakai,Dihisap seperti permen.,5
71,Perhatian,Sebaiknya tidak dikonsumsi berlebihan.,6
71,Kontra Indikasi,Penderita hipersensitif terhadap salah satu kandungan permen ini. Anak-anak berusia di bawah 5 tahun. Ibu hamil dan menyusui.,7
71,Kemasan,Pot @ 20 Gram,8
71,Manufaktur,Afiat Industri Farmasi,9
71,No. Registrasi,BPOM: MD824410002321,10
72,Product Description,"Fitbar Chocolate adalah snack sehat yang terbuat dari Oat, Quinoa dan Whole Wheat yang merupakan sumber serat.",1
72,Indikasi Umum,Untuk snack sehat.,2
72,Komposisi,"Rice crispy, Gula, Sirup fruktosa, Kismis, Oat, Lemak nabati, Terigu, Bubuk susu, Puff kedelai, Isomalt, Gliserol, Perisa (raspberi, vanila), Lesitin kedelai, Garam, Mineral.",3
72,Dosis,Sesuai kebutuhan.,4
72,Kemasan,5 Pcs @ 20 Gram,5
72,Manufaktur,Sanghiang Perkasa,6
72,No. Registrasi,BPOM RI: MD 630510013281,7
73,Product Description,SGM Ananda Gain 100 0-12 Bulan Susu Bubuk merupakan susu formula bayi bubuk formula untuk usia 0-12 bulan. Air Susu Ibu (ASI) adalah nutrisi yang terbaik dan penggunaan formula untuk bayi hanya atas rekomendasi Dokter.,1
73,Indikasi Umum,SGM Ananda Gain 100 0-12 Bulan Susu Bubuk merupakan formula bayi bubuk formula 100 kkal/100 ml untuk bayi.,2
73,Komposisi,"Maltodekstrin, Campuran minyak nabati (mengandung antioksidan askorbil palmitat), Minyak trigliserida rantai sedang (MCT), Serat pangan, Mineral, Vitamin, Kolin klorida, Minyak sel tunggal (sumber AA)(mengandung antioksidan natrium aksorbat, tokoferol campuran pekat, dan askorbil palmitat), Minyak ikan (sumber DHA) )(mengandung antioksidan natrium askorbat, tokoferol campuran pekat, dan askrobil palmitat), L-Karnitin",3
73,Dosis,Takaran susu formula bayi dapat dilihat pada Tabel Pemberian Formula.,4
73,Aturan Pakai,"1. Bersihkan dan sterilisasi tempat penyiapan formula. 2. Cuci tangan dengan sabun, bilas dengan air mengalir lalu keringkan. 3. Rebus air minum sampai mendidih selama 10 menit, kemudian diamkan selama 10-15 menit (mulai atau lebih dari 70 derajat celcius). 4. Tuangkan air ke dalam botol steril sesuai Petunjuk Penggunaan. 5. Tambahkan bubuk formula sesuai Petunjuk Penggunaan. 6. Tutup botol dan kocok hingga formula larut dengan baik. 7. Dinginkan dengan merendam bagian bawah borol dengan air bersih dingin sampai suhu sesuai untuk diminum (teteskan pada pergelangan tangan, akan terasa agak hangat). 8. Buang sisa formula yang tidak digunakan setelah 2 jam.",5
73,Perhatian,"Produk ini merupakan Pangan Olahan Keperluan Medis Khusus untuk Dukungan Nutrisi bagi Anak Berisiko Gagal Tumbuh, Gizi Kurang, dan/atau Gizi Buruk Untuk Bayi Usia 0-12 Bulan. Penggunaan Produk Harus dengan Rekomendasi Dokter.",6
73,Kemasan,Dus @ 400 Gram,7
73,Manufaktur,Sari Husada Generasi Mahardika,8
73,No. Registrasi,BPOM: MD862412052019,9
74,Product Description,YOU-C 1000 Lemon merupakan produk vitamin C berupa minuman kesehatan rasa lemon. Vitamin C 1000 mg di dalamnya membantu memperkuat daya tahan tubuh dan menjaga tubuh tetap terhidrasi di tengah aktivitas.,1
74,Indikasi Umum,"\nMembantu memelihara daya tahan tubuh dan membantu memenuhi kebutuhan vitamin C, serta memelihara kesehatan.",2
74,Komposisi,"\nGula, Fruktosa, Sari Buah Kurang Dari 10% Yang Berasal dari Jus Buah Lemon Segar, Vitamin (C, B1, E [Dari Kedelai], Niacin), Lemon Flavour, Pengatur Keasaman, Pewarna Kuning Benibana (Safflower) dan Air sampai dengan 140 ml",3
74,Dosis,\n1 botol per hari,4
74,Aturan Pakai,"\nDikonsumsi sebelum atau sesudah makan. Untuk menghindari rasa perih di lambung, sebaiknya diminum setelah makan.",5
74,Perhatian,"\nSimpan pada suhu di bawah 30 C dan kering, serta terlindung dari cahaya matahari langsung, cahaya lampu dan suhu tinggi.",6
74,Kontra Indikasi,\nHipersensitivitas,7
74,Efek Samping,"\nPemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.",8
74,Kemasan,\nPack @ Pack - 3 Botol,9
74,Manufaktur,"\nDjojonegoro C - 1000, Pt",10
74,No. Registrasi,\nBPOM RI : SL051600211,11
75,Product Description,"Larutan Cap Badak Botol merupakan larutan penyegar pereda panas dalam yang mengandung Gypsum fibrosum dan galcarecus spar dengan varian rasa dan ukuran yang telah disesuaikan dengan kebutuhan. Larutan Cap Badak memberi manfaat membantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, sakit tenggorokan dan membantu menyegarkan badan.",1
75,Indikasi Umum,"\nMembantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, sakit tenggorokan dan membantu menyegarkan badan.",2
75,Komposisi,"\nGipsum fibrosum 7.0 g, Galcarecus spar 0.3 g, bahan bahan lain sampai 200 ml.",3
75,Dosis,\nUntuk pengobatan: Dewasa : diminum 3 kali sehari 100-200 mL (1/2 sampai 1 botol). Anak-anak : diminum 3 kali sehari 50-100 mL (1/4 sampai 1/2 botol). Untuk pencegahan: Dewasa : 1 kali sehari 1 botol. Anak-anak : 1 kali sehari 1/2 botol.,4
75,Aturan Pakai,\nSebelum atau sesudah makan.,5
75,Kemasan,\nBotol @ 500 ml,6
75,Manufaktur,\nSinde Budi Sentosa,7
75,No. Registrasi,\nBPOM: TR112627351E,8
76,Product Description,"Larutan Cap Kaki Tiga Rasa Jambu adalah minuman yang dapat membantu meredakan panas dalam, sariawan, tenggorokan kering dan membantu menyegarkan badan.",1
76,Indikasi Umum,"Membantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, sakit tenggorokan dan membantu menyegarkan badan.",2
76,Komposisi,"Gypsum fibrosum 0.288g, calcitum 0.144g, air, fruktosa, perisa asam sitrat, natrium klorida.",3
76,Dosis,Orang dewasa : Diminum 3 kali sehari 1/2 sampai 1 kaleng. Anak-anak : Diminum 3 kali sehari 1/4 sampai 1/2 kaleng. Untuk selanjutnya : Orang dewasa minum 1 kali sehari 1 kaleng. Anak-anak minum 1 kali sehari 1/2 kaleng.,4
76,Aturan Pakai,Dikonsumsi sebelum atau setelah makan.,5
76,Kemasan,Kaleng @ 320 ml,6
76,Manufaktur,Kino Group,7
76,No. Registrasi,BPOM: TR102620901,8
77,Product Description,"Permen Tolak Angin Sachet adalah permen herbal yang mengandung berbagai bahan alami seperti madu, mint, kapulaga, glukosa, jahe, dan cengkeh, yang memberikan sensasi hangat dan manis alami. Cocok dikonsumsi saat dalam perjalanan atau untuk memberikan sensasi melegakan tenggorokan.?",1
77,Indikasi Umum,"\nDigunakan untuk memberikan sensasi melegakan tenggorokan, terutama saat dalam perjalanan jauh.?",2
77,Komposisi,"\nSetiap permen mengandung madu, mint, kapulaga, glukosa, jahe, cengkeh, dan bahan lainnya.",3
77,Dosis,\nDiminum sesuai kebutuhan.,4
77,Perhatian,\nSimpan di tempat yang sejuk dan kering. Jauhkan dari jangkauan anak-anak.,5
77,Kemasan,\nPack @ Pack - 5 Sachet,6
77,Manufaktur,\nSido Muncul,7
77,No. Registrasi,\nBPOM RI : TR092201211?,8
78,Product Description,"Larutan Cap Kaki Tiga Leci merupakan minuman penyegar dengan rasa leci yang bermanfaat untuk membantu meredakan panas dalam, sariawan, tenggorokan kering, dan untuk membantu menyegarkan tubuh.",1
78,Indikasi Umum,"\nMembantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, sakit tenggorokan dan membantu menyegarkan badan.",2
78,Komposisi,"\nGypsum fibrosum 0.288g, calcitum 0.144g, air, fruktosa, perisa asam sitrat, natrium klorida.",3
78,Dosis,\nOrang dewasa : Diminum 3 kali sehari 1/2 sampai 1 kaleng. Anak-anak : Diminum 3 kali sehari 1/4 sampai 1/2 kaleng. Untuk selanjutnya : Orang dewasa minum 1 kali sehari 1 kaleng. Anak-anak minum 1 kali sehari 1/2 kaleng.,4
78,Aturan Pakai,\nDapat diminum langsung.,5
78,Kemasan,\nKaleng @ 320 ml,6
78,Manufaktur,\nKino Group,7
78,No. Registrasi,\nBPOM: TR042632201,8
79,Product Description,"Newlab+ Fitlogy Herb - Mini merupakan minuman teh yang dapat membantu mempercepat metabolisme dalam tubuh, mengurangi perut buncit, dan menurunkan jumlah lemak dalam tubuh. Produk ini mengandung guazuma ulmifolia yang berperan dalam mendukung penyerapan glukosa dalam adiposit, foenum graecum yang dapat meningkatkan antioksidan, serta camellia sinensis yang berperan dalam membantu mengendalikan berat badan",1
79,Indikasi Umum,\nMembantu menurunkan berat badan,2
79,Komposisi,"\nCassia Angustifolia Folium, Caesalpinia, Sappan Lignum, Camelia Sinensis Folium, Mentha Piperita Folium, Rosmarinus, Officinalis Folium",3
79,Dosis,\n1x sehari,4
79,Aturan Pakai,\n1. Celupkan 1 kantong teh kedalam 200 ml air panas\n2. Tunggu selama 15 - 20 menit lalu minum\n3. Konsumsi secara rutin 1x sehari selama 14 hari (dalam kondisi perut tidak kosong),5
79,Kemasan,\nBox @ 14 Pcs\nKemasan lama: Newlab+ Fitlogy Tea Drink - Mini\nkemasan baru: Newlab+ Fitlogy Herb - Mini,6
79,Manufaktur,\nNew Lab,7
79,No. Registrasi,\nP-IRT : 5083201040513-28,8
80,Product Description,SGM LLM merupakan susu bebas laktosa yang digunakan untuk keperluan medis khusus bagi bayi 0-12 bulan yang intoleransi terhadap laktosa.,1
80,Indikasi Umum,Susu yang digunakan untuk keperluan medis khusus bagi bayi usia 0-12 bulan yang intolerasi terhadap laktosa.,2
80,Komposisi,"Maltodektrin, Campuran minyak nabati ( mengandung antioksidan dl alfa tokoferol dan askorbil palmitat ) , Kalsium Kaseinat, 11 mineral , 13 vitamin , kolin klorida, Taurin , Mio Inositol , L-Karnitin. Produk ini mengandung alergen yang terdapat pada kalsium kaseinat.",3
80,Dosis,Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan kebutuhan masing-masing individu.,4
80,Aturan Pakai,"Bersihkan dan sterilisasi tempat penyiapan formula. Cuci tangan dengan sabun, bilas dengan air mengalir lalu keringkan. Rebus air minum sampai mendidih selama 10 menit, kemudian diamkan selama 10-15 menit ( tidak lebih dari 70 C ). Tuangkan air ke dalam botol steril sesuai Petunjuk Penggunaan. Tambahkan bubuk formula sesuai Petunjuk Penggunaan. Tutup botol dan kocok hingga formula larut dengan baik. Dinginkan dengan merendam bagian bawah botol dengan air bersih dingin sampai suhu sesuai unyuk diminum, (teteskan pada pergelangan tangan, akan terasa agak hangat). Buang sisa formula yang tidak digunakan setelah 2 jam.",5
80,Perhatian,"Produk ini merupakan pangan olahan keperluan medis khusus untuk dukungan nutrisi anak beresiko gagal tumbuh, gizi kurang dan/ atau gizi buruk. Penggunaan SGM LLM harus atas rekomendasi dokter, bidan dan perawat independen berdasakarkan indikasi medis. Penggunaan SGM LLM ini tidak boleh dikonsumsi oleh bayi yang tidak mengalami intoleransi laktosa.",6
80,Kontra Indikasi,Tidak cocok untuk bayi yang tidak mengalami intoleransi laktosa.,7
80,Kemasan,Dus @ 200 Gram,8
80,Manufaktur,Sari Husada Generasi Mahardika,9
80,No. Registrasi,BPOM: MD862412042019,10
81,Product Description,"YOU C-1000 Vitamin Orange adalah minuman suplemen kesehatan dalam bentuk botol yang mengandung 1000 mg vitamin C, dengan rasa jeruk segar. Produk ini dirancang untuk membantu menjaga daya tahan tubuh dan memenuhi kebutuhan harian vitamin C.",1
81,Indikasi Umum,#NAME?,2
81,Komposisi,"Gula, Fruktosa, Sari Buah Kurang Dari 10% Yang Berasal dari Jus Buah Orange Segar, Vitamin (C, B1, E [Dari Kedelai], Niacin), Lemon Flavour, Pengatur Keasaman, Pewarna Kuning Benibana (Safflower) dan Air sampai dengan 140 ml",3
81,Dosis,Dewasa: 1 botol per hari.,4
81,Aturan Pakai,"Dikonsumsi sebelum atau sesudah makan. Untuk menghindari rasa perih di lambung, sebaiknya diminum setelah makan.",5
81,Perhatian,"Simpan pada suhu di bawah 30 C dan kering, serta terlindung dari cahaya matahari langsung, cahaya lampu dan suhu tinggi.",6
81,Kontra Indikasi,Hipersensitivitas,7
81,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.",8
81,Kemasan,Pack @ Pack - 3 Botol,9
81,Manufaktur,"Djojonegoro C - 1000, Pt",10
81,No. Registrasi,BPOM RI : SL061600251,11
82,Product Description,Bear Brand merupakan 100% susu sapi murni siap konsumsi yang telah mengalami proses sterilisasi tanpa penambahan bahan pengawet didalamnya. Susu murni yang terkandung di dalamnya dapat membantu menjaga kesehatan tubuh.,1
82,Indikasi Umum,Minuman yang mengandung 100% susu murni untuk membantu menjaga kesehatan tubuh.,2
82,Komposisi,Susu sapi.,3
82,Dosis,Dikonsumsi sesuai kebutuhan.,4
82,Aturan Pakai,"Dapat langsung di minum, dalam keadaan hangat ataupun dingin",5
82,Kemasan,Kaleng @ 189 ml,6
82,Manufaktur,Nestle,7
82,No. Registrasi,BPOM: MD500313001007,8
83,Product Description,"Larutan Cap Kaki Tiga Botol merupakan larutan penyegar yang digunakan untuk membantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, dan membantu menyegarkan badan.",1
83,Indikasi Umum,"Membantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, dan membantu menyegarkan badan.",2
83,Komposisi,"Gypsum fibrosum 180mg, calcitum 90mg, air sampai dengan 200ml.",3
83,Dosis,"Untuk pengobatan: Orang dewasa minum 3 kali sehari 100mL sampai 200mL (1/2 sampai 1 botol), anak-anak minum 3 kali sehari 50mL sampai 100ml (1/4 sampai 1/2 botol). Untuk pencegahan: Orang dewasa 1 kali sehari 1 botol, anak-anak 1 kali sehari 1/2 botol.",4
83,Aturan Pakai,Sebelum atau sesudah makan.,5
83,Kemasan,Botol @ 200 ml,6
83,Manufaktur,Kino Group,7
83,No. Registrasi,BPOM: TR042632231,8
84,Product Description,"Permen Pagoda Pastiles Liquorice diformulasikan khusus dengan ekstrak akar manis dan minyak ekaliptus. Dua kandungan ini bekerja langsung untuk meredakan gatal atau kering di tenggorokan, mengurangi rasa tidak nyaman dan suara serak karena batuk, serta mencegah panas dalam dan peradangan di mulut.",1
84,Indikasi Umum,Menyegarkan nafas dan melegakan tenggorokan.,2
84,Komposisi,"Sukrosa, dekstrin, laktosa, gelatin sapi, pati jagung, glukosa, perisa jeruk, polietilen glikol 4000, pengatur keasaman asam sitrat, perisa mint, pemanis buatan (aspartam 0,065 % : ADI 50 mg/kg BB, acesulfam -K 0,051 % : ADI 15 mg/kg BB), pengawet natrium benzoat, pewarna makanan (kuning FCF Cl 15985, Ponceau 4R Cl 16255 ), Gom arab.",3
84,Dosis,Dikonsumsi sesuai kebutuhan.,4
84,Aturan Pakai,Dihisap seperti permen.,5
84,Perhatian,Sebaiknya tidak dikonsumsi berlebihan.,6
84,Kontra Indikasi,Penderita hipersensitif terhadap salah satu kandungan permen ini. Anak-anak berusia di bawah 5 tahun. Ibu hamil dan menyusui.,7
84,Kemasan,Pot @ 20 Gram,8
84,Manufaktur,Afiat Industri Farmasi,9
84,No. Registrasi,BPOM: MD824410002321,10
85,Product Description,"Fitbar Chocolate adalah snack sehat yang terbuat dari Oat, Quinoa dan Whole Wheat yang merupakan sumber serat.",1
85,Indikasi Umum,Untuk snack sehat.,2
85,Komposisi,"Rice crispy, Gula, Sirup fruktosa, Kismis, Oat, Lemak nabati, Terigu, Bubuk susu, Puff kedelai, Isomalt, Gliserol, Perisa (raspberi, vanila), Lesitin kedelai, Garam, Mineral.",3
85,Dosis,Sesuai kebutuhan.,4
85,Kemasan,5 Pcs @ 20 Gram,5
85,Manufaktur,Sanghiang Perkasa,6
85,No. Registrasi,BPOM RI: MD 630510013281,7
86,Product Description,SGM Ananda Gain 100 0-12 Bulan Susu Bubuk merupakan susu formula bayi bubuk formula untuk usia 0-12 bulan. Air Susu Ibu (ASI) adalah nutrisi yang terbaik dan penggunaan formula untuk bayi hanya atas rekomendasi Dokter.,1
86,Indikasi Umum,SGM Ananda Gain 100 0-12 Bulan Susu Bubuk merupakan formula bayi bubuk formula 100 kkal/100 ml untuk bayi.,2
86,Komposisi,"Maltodekstrin, Campuran minyak nabati (mengandung antioksidan askorbil palmitat), Minyak trigliserida rantai sedang (MCT), Serat pangan, Mineral, Vitamin, Kolin klorida, Minyak sel tunggal (sumber AA)(mengandung antioksidan natrium aksorbat, tokoferol campuran pekat, dan askorbil palmitat), Minyak ikan (sumber DHA) )(mengandung antioksidan natrium askorbat, tokoferol campuran pekat, dan askrobil palmitat), L-Karnitin",3
86,Dosis,Takaran susu formula bayi dapat dilihat pada Tabel Pemberian Formula.,4
86,Aturan Pakai,"1. Bersihkan dan sterilisasi tempat penyiapan formula. 2. Cuci tangan dengan sabun, bilas dengan air mengalir lalu keringkan. 3. Rebus air minum sampai mendidih selama 10 menit, kemudian diamkan selama 10-15 menit (mulai atau lebih dari 70 derajat celcius). 4. Tuangkan air ke dalam botol steril sesuai Petunjuk Penggunaan. 5. Tambahkan bubuk formula sesuai Petunjuk Penggunaan. 6. Tutup botol dan kocok hingga formula larut dengan baik. 7. Dinginkan dengan merendam bagian bawah borol dengan air bersih dingin sampai suhu sesuai untuk diminum (teteskan pada pergelangan tangan, akan terasa agak hangat). 8. Buang sisa formula yang tidak digunakan setelah 2 jam.",5
86,Perhatian,"Produk ini merupakan Pangan Olahan Keperluan Medis Khusus untuk Dukungan Nutrisi bagi Anak Berisiko Gagal Tumbuh, Gizi Kurang, dan/atau Gizi Buruk Untuk Bayi Usia 0-12 Bulan. Penggunaan Produk Harus dengan Rekomendasi Dokter.",6
86,Kemasan,Dus @ 400 Gram,7
86,Manufaktur,Sari Husada Generasi Mahardika,8
86,No. Registrasi,BPOM: MD862412052019,9
87,Product Description,YOU-C 1000 Lemon merupakan produk vitamin C berupa minuman kesehatan rasa lemon. Vitamin C 1000 mg di dalamnya membantu memperkuat daya tahan tubuh dan menjaga tubuh tetap terhidrasi di tengah aktivitas.,1
87,Indikasi Umum,"Membantu memelihara daya tahan tubuh dan membantu memenuhi kebutuhan vitamin C, serta memelihara kesehatan.",2
87,Komposisi,"Gula, Fruktosa, Sari Buah Kurang Dari 10% Yang Berasal dari Jus Buah Lemon Segar, Vitamin (C, B1, E [Dari Kedelai], Niacin), Lemon Flavour, Pengatur Keasaman, Pewarna Kuning Benibana (Safflower) dan Air sampai dengan 140 ml",3
87,Dosis,1 botol per hari,4
87,Aturan Pakai,"Dikonsumsi sebelum atau sesudah makan. Untuk menghindari rasa perih di lambung, sebaiknya diminum setelah makan.",5
87,Perhatian,"Simpan pada suhu di bawah 30 C dan kering, serta terlindung dari cahaya matahari langsung, cahaya lampu dan suhu tinggi.",6
87,Kontra Indikasi,Hipersensitivitas,7
87,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.",8
87,Kemasan,Pack @ Pack - 3 Botol,9
87,Manufaktur,"Djojonegoro C - 1000, Pt",10
87,No. Registrasi,BPOM RI : SL051600211,11
88,Product Description,"Larutan Cap Badak Botol merupakan larutan penyegar pereda panas dalam yang mengandung Gypsum fibrosum dan galcarecus spar dengan varian rasa dan ukuran yang telah disesuaikan dengan kebutuhan. Larutan Cap Badak memberi manfaat membantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, sakit tenggorokan dan membantu menyegarkan badan.",1
88,Indikasi Umum,"Membantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, sakit tenggorokan dan membantu menyegarkan badan.",2
88,Komposisi,"Gipsum fibrosum 7.0 g, Galcarecus spar 0.3 g, bahan bahan lain sampai 200 ml.",3
88,Dosis,Untuk pengobatan: Dewasa : diminum 3 kali sehari 100-200 mL (1/2 sampai 1 botol). Anak-anak : diminum 3 kali sehari 50-100 mL (1/4 sampai 1/2 botol). Untuk pencegahan: Dewasa : 1 kali sehari 1 botol. Anak-anak : 1 kali sehari 1/2 botol.,4
88,Aturan Pakai,Sebelum atau sesudah makan.,5
88,Kemasan,Botol @ 500 ml,6
88,Manufaktur,Sinde Budi Sentosa,7
88,No. Registrasi,BPOM: TR112627351E,8
89,Product Description,"Larutan Cap Kaki Tiga Rasa Jambu adalah minuman yang dapat membantu meredakan panas dalam, sariawan, tenggorokan kering dan membantu menyegarkan badan.",1
89,Indikasi Umum,"Membantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, sakit tenggorokan dan membantu menyegarkan badan.",2
89,Komposisi,"Gypsum fibrosum 0.288g, calcitum 0.144g, air, fruktosa, perisa asam sitrat, natrium klorida.",3
89,Dosis,Orang dewasa : Diminum 3 kali sehari 1/2 sampai 1 kaleng. Anak-anak : Diminum 3 kali sehari 1/4 sampai 1/2 kaleng. Untuk selanjutnya : Orang dewasa minum 1 kali sehari 1 kaleng. Anak-anak minum 1 kali sehari 1/2 kaleng.,4
89,Aturan Pakai,Dikonsumsi sebelum atau setelah makan.,5
89,Kemasan,Kaleng @ 320 ml,6
89,Manufaktur,Kino Group,7
89,No. Registrasi,BPOM: TR102620901,8
90,Product Description,"Permen Tolak Angin Sachet adalah permen herbal yang mengandung berbagai bahan alami seperti madu, mint, kapulaga, glukosa, jahe, dan cengkeh, yang memberikan sensasi hangat dan manis alami. Cocok dikonsumsi saat dalam perjalanan atau untuk memberikan sensasi melegakan tenggorokan.?",1
90,Indikasi Umum,"Digunakan untuk memberikan sensasi melegakan tenggorokan, terutama saat dalam perjalanan jauh.?",2
90,Komposisi,"Setiap permen mengandung madu, mint, kapulaga, glukosa, jahe, cengkeh, dan bahan lainnya.",3
90,Dosis,Diminum sesuai kebutuhan.,4
90,Perhatian,Simpan di tempat yang sejuk dan kering. Jauhkan dari jangkauan anak-anak.,5
90,Kemasan,Pack @ Pack - 5 Sachet,6
90,Manufaktur,Sido Muncul,7
90,No. Registrasi,BPOM RI : TR092201211?,8
91,Product Description,"Larutan Cap Kaki Tiga Leci merupakan minuman penyegar dengan rasa leci yang bermanfaat untuk membantu meredakan panas dalam, sariawan, tenggorokan kering, dan untuk membantu menyegarkan tubuh.",1
91,Indikasi Umum,"Membantu meredakan panas dalam yang disertai tenggorokan kering, sariawan, sakit tenggorokan dan membantu menyegarkan badan.",2
91,Komposisi,"Gypsum fibrosum 0.288g, calcitum 0.144g, air, fruktosa, perisa asam sitrat, natrium klorida.",3
91,Dosis,Orang dewasa : Diminum 3 kali sehari 1/2 sampai 1 kaleng. Anak-anak : Diminum 3 kali sehari 1/4 sampai 1/2 kaleng. Untuk selanjutnya : Orang dewasa minum 1 kali sehari 1 kaleng. Anak-anak minum 1 kali sehari 1/2 kaleng.,4
91,Aturan Pakai,Dapat diminum langsung.,5
91,Kemasan,Kaleng @ 320 ml,6
91,Manufaktur,Kino Group,7
91,No. Registrasi,BPOM: TR042632201,8
92,Product Description,"Newlab+ Fitlogy Herb - Mini merupakan minuman teh yang dapat membantu mempercepat metabolisme dalam tubuh, mengurangi perut buncit, dan menurunkan jumlah lemak dalam tubuh. Produk ini mengandung guazuma ulmifolia yang berperan dalam mendukung penyerapan glukosa dalam adiposit, foenum graecum yang dapat meningkatkan antioksidan, serta camellia sinensis yang berperan dalam membantu mengendalikan berat badan",1
92,Indikasi Umum,Membantu menurunkan berat badan,2
92,Komposisi,"Cassia Angustifolia Folium, Caesalpinia, Sappan Lignum, Camelia Sinensis Folium, Mentha Piperita Folium, Rosmarinus, Officinalis Folium",3
92,Dosis,1x sehari,4
92,Aturan Pakai,1. Celupkan 1 kantong teh kedalam 200 ml air panas\n2. Tunggu selama 15 - 20 menit lalu minum\n3. Konsumsi secara rutin 1x sehari selama 14 hari (dalam kondisi perut tidak kosong),5
92,Kemasan,Box @ 14 Pcs\nKemasan lama: Newlab+ Fitlogy Tea Drink - Mini\nkemasan baru: Newlab+ Fitlogy Herb - Mini,6
92,Manufaktur,New Lab,7
92,No. Registrasi,P-IRT : 5083201040513-28,8
93,Product Description,SGM LLM merupakan susu bebas laktosa yang digunakan untuk keperluan medis khusus bagi bayi 0-12 bulan yang intoleransi terhadap laktosa.,1
93,Indikasi Umum,Susu yang digunakan untuk keperluan medis khusus bagi bayi usia 0-12 bulan yang intolerasi terhadap laktosa.,2
93,Komposisi,"Maltodektrin, Campuran minyak nabati ( mengandung antioksidan dl alfa tokoferol dan askorbil palmitat ) , Kalsium Kaseinat, 11 mineral , 13 vitamin , kolin klorida, Taurin , Mio Inositol , L-Karnitin. Produk ini mengandung alergen yang terdapat pada kalsium kaseinat.",3
93,Dosis,Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan kebutuhan masing-masing individu.,4
93,Aturan Pakai,"Bersihkan dan sterilisasi tempat penyiapan formula. Cuci tangan dengan sabun, bilas dengan air mengalir lalu keringkan. Rebus air minum sampai mendidih selama 10 menit, kemudian diamkan selama 10-15 menit ( tidak lebih dari 70 C ). Tuangkan air ke dalam botol steril sesuai Petunjuk Penggunaan. Tambahkan bubuk formula sesuai Petunjuk Penggunaan. Tutup botol dan kocok hingga formula larut dengan baik. Dinginkan dengan merendam bagian bawah botol dengan air bersih dingin sampai suhu sesuai unyuk diminum, (teteskan pada pergelangan tangan, akan terasa agak hangat). Buang sisa formula yang tidak digunakan setelah 2 jam.",5
93,Perhatian,"Produk ini merupakan pangan olahan keperluan medis khusus untuk dukungan nutrisi anak beresiko gagal tumbuh, gizi kurang dan/ atau gizi buruk. Penggunaan SGM LLM harus atas rekomendasi dokter, bidan dan perawat independen berdasakarkan indikasi medis. Penggunaan SGM LLM ini tidak boleh dikonsumsi oleh bayi yang tidak mengalami intoleransi laktosa.",6
93,Kontra Indikasi,Tidak cocok untuk bayi yang tidak mengalami intoleransi laktosa.,7
93,Kemasan,Dus @ 200 Gram,8
93,Manufaktur,Sari Husada Generasi Mahardika,9
93,No. Registrasi,BPOM: MD862412042019,10
94,Product Description,"Nutriflakes adalah superfood yang kaya akan nutrisi, dirancang khusus untuk menjadi pengganti makanan dan mendukung terapi kesehatan, terutama bagi mereka yang memiliki masalah pencernaan atau kondisi medis tertentu. Dengan kombinasi bahan alami seperti pati umbi garut, daun kelor, dan psyllium husk, Nutriflakes menjadi pilihan ideal untuk membantu mengatasi berbagai masalah kesehatan, sekaligus menjaga daya tahan tubuh.",1
94,Indikasi Umum,#NAME?,2
94,Komposisi,#NAME?,3
94,Dosis,"Dikonsumsi 2x sehari, pagi hari sebelum sarapan dan malam hari sebelum makan malam",4
94,Aturan Pakai,"- Tuangkan 3 sendok makan Nutriflakes ke dalam gelas.\n- Tambahkan 150 ml air panas, aduk hingga merata.\n- Diminum 2 kali sehari, dapat digunakan oleh semua usia.",5
94,Kemasan,Box @ 280 Gram,6
94,Manufaktur,"Serayu Sumber Rejeki, PT",7
94,No. Registrasi,BPOM RI: MD061282000200096,8
